,cnn_intrsctn_fkey,cnn_sgmt_fkey,ped_action,number_injured,number_killed
20196,20157000,7783000.0,Crossing Not in Crosswalk,1,0.0
20197,22105000,,No Pedestrian Involved,1,0.0
20198,25966000,,No Pedestrian Involved,3,0.0
20199,27460000,,No Pedestrian Involved,1,0.0
20200,25761000,4745000.0,No Pedestrian Involved,1,0.0
20201,27500000,6074101.0,Crossing in Crosswalk at Intersection,1,0.0
20202,21737000,,No Pedestrian Involved,1,0.0
20203,24942000,9726000.0,"In Road, Including Shoulder",1,0.0
20204,27216000,,No Pedestrian Involved,1,0.0
20205,20466000,232201.0,No Pedestrian Involved,1,0.0
20206,25474000,,No Pedestrian Involved,1,0.0
20207,22102000,9814101.0,No Pedestrian Involved,2,0.0
20208,26552000,13164201.0,Crossing Not in Crosswalk,1,0.0
20209,25941000,,No Pedestrian Involved,1,0.0
20210,24115000,13070000.0,"In Road, Including Shoulder",1,0.0
20211,24165000,797000.0,Crossing Not in Crosswalk,1,0.0
20212,27981000,6434201.0,No Pedestrian Involved,1,0.0
20213,25473000,,No Pedestrian Involved,2,0.0
20214,26045000,,No Pedestrian Involved,1,0.0
20215,20578000,11382000.0,No Pedestrian Involved,1,0.0
20216,26978000,11716000.0,No Pedestrian Involved,1,0.0
20217,26031000,9760000.0,No Pedestrian Involved,1,0.0
20218,25167000,,No Pedestrian Involved,1,0.0
20219,23831000,3282000.0,Crossing in Crosswalk at Intersection,1,0.0
20220,23579000,184201.0,No Pedestrian Involved,1,0.0
20221,23797000,270002.0,No Pedestrian Involved,1,0.0
20222,21475000,,Crossing in Crosswalk at Intersection,1,0.0
20223,23385000,,No Pedestrian Involved,1,0.0
20224,25692000,,"In Road, Including Shoulder",1,0.0
20225,50072000,303000.0,No Pedestrian Involved,1,0.0
20226,25157000,,No Pedestrian Involved,1,0.0
20227,23796000,,No Pedestrian Involved,1,0.0
20228,24313000,447000.0,No Pedestrian Involved,1,0.0
20229,20241000,,No Pedestrian Involved,1,0.0
20230,23421000,12282101.0,No Pedestrian Involved,1,0.0
20231,32864000,4536101.0,No Pedestrian Involved,1,0.0
20232,24388000,12015201.0,No Pedestrian Involved,1,0.0
20233,20081000,,No Pedestrian Involved,1,0.0
20234,24377000,13057002.0,No Pedestrian Involved,1,0.0
20235,25676000,6581101.0,No Pedestrian Involved,1,0.0
20236,27694000,10025000.0,No Pedestrian Involved,1,0.0
20237,25461000,,No Pedestrian Involved,1,0.0
20238,26720000,,Crossing in Crosswalk at Intersection,1,0.0
20239,33440000,3851000.0,No Pedestrian Involved,1,0.0
20240,26642000,10489000.0,No Pedestrian Involved,1,0.0
20241,24509000,,No Pedestrian Involved,1,0.0
20242,25698000,,No Pedestrian Involved,2,0.0
20243,24094000,,No Pedestrian Involved,2,0.0
20244,25972000,,No Pedestrian Involved,2,0.0
20245,26583000,12868000.0,Crossing Not in Crosswalk,1,0.0
20246,26027000,,No Pedestrian Involved,1,0.0
20247,25222000,,Crossing in Crosswalk at Intersection,1,0.0
20248,21940000,3026201.0,Crossing Not in Crosswalk,1,0.0
20249,24465000,,No Pedestrian Involved,1,0.0
20250,24494000,,No Pedestrian Involved,1,0.0
20251,30731000,,No Pedestrian Involved,1,0.0
20252,25317000,10576000.0,Crossing Not in Crosswalk,1,0.0
20253,24758000,,No Pedestrian Involved,1,0.0
20254,23937000,299000.0,No Pedestrian Involved,2,0.0
20255,27954000,,No Pedestrian Involved,1,0.0
20256,24310000,,Crossing in Crosswalk at Intersection,1,0.0
20257,33722000,,No Pedestrian Involved,1,0.0
20258,24073000,,No Pedestrian Involved,4,0.0
20259,20765000,11927000.0,No Pedestrian Involved,3,0.0
20260,20651000,11873000.0,"In Road, Including Shoulder",1,0.0
20261,22524000,,No Pedestrian Involved,1,0.0
20262,33513000,13689000.0,No Pedestrian Involved,1,0.0
20263,52125000,2157101.0,No Pedestrian Involved,3,0.0
20264,27285000,,No Pedestrian Involved,1,0.0
20265,24388000,12016101.0,No Pedestrian Involved,1,0.0
20266,21645000,,Not in Road,1,0.0
20267,25956000,,Crossing in Crosswalk at Intersection,1,0.0
20268,27234000,157000.0,Crossing Not in Crosswalk,1,0.0
20269,22349000,8653000.0,"In Road, Including Shoulder",2,0.0
20270,23555000,191201.0,No Pedestrian Involved,1,0.0
20271,24374000,7699000.0,Crossing Not in Crosswalk,1,0.0
20272,25139000,,Crossing in Crosswalk at Intersection,1,0.0
20273,26489000,5813000.0,Crossing in Crosswalk at Intersection,2,0.0
20274,23589000,7831201.0,No Pedestrian Involved,1,0.0
20275,23027000,928102.0,No Pedestrian Involved,1,0.0
20276,26350000,,Crossing in Crosswalk at Intersection,1,0.0
20277,23796000,,No Pedestrian Involved,1,0.0
20278,23929000,,Not Stated,1,0.0
20279,50663000,9749101.0,No Pedestrian Involved,1,0.0
20280,24074000,1345000.0,No Pedestrian Involved,2,0.0
20281,24644000,,No Pedestrian Involved,1,0.0
20282,21229000,,No Pedestrian Involved,1,0.0
20283,27981000,6433201.0,No Pedestrian Involved,3,0.0
20284,26308000,,Crossing in Crosswalk at Intersection,1,0.0
20285,20600000,11380000.0,No Pedestrian Involved,2,0.0
20286,24570000,,No Pedestrian Involved,1,0.0
20287,26608000,3452000.0,Crossing Not in Crosswalk,1,0.0
20288,30706000,,No Pedestrian Involved,1,0.0
20289,21349000,11436202.0,No Pedestrian Involved,1,0.0
20290,27161000,7646101.0,No Pedestrian Involved,1,0.0
20291,24264000,,No Pedestrian Involved,1,0.0
20292,26414000,4239000.0,No Pedestrian Involved,1,0.0
20293,24462000,,No Pedestrian Involved,1,0.0
20294,24572000,,No Pedestrian Involved,1,0.0
20295,27424000,,No Pedestrian Involved,2,0.0
20296,33138000,7255000.0,No Pedestrian Involved,1,0.0
20297,21379000,6148101.0,No Pedestrian Involved,2,0.0
20298,20120000,10973000.0,Crossing in Crosswalk at Intersection,1,0.0
20299,24695000,13405000.0,No Pedestrian Involved,1,0.0
20300,24421000,,No Pedestrian Involved,2,0.0
20301,50274000,7121000.0,No Pedestrian Involved,1,0.0
20302,27377000,8357101.0,No Pedestrian Involved,1,0.0
20303,24781000,,Crossing in Crosswalk at Intersection,1,0.0
20304,25184000,,Not Stated,1,0.0
20305,23778000,,No Pedestrian Involved,1,0.0
20306,20163000,7254000.0,No Pedestrian Involved,2,0.0
20307,27255000,5911000.0,Crossing in Crosswalk at Intersection,1,0.0
20308,25599000,8275000.0,No Pedestrian Involved,1,0.0
20309,24061000,,No Pedestrian Involved,1,0.0
20310,23916000,,No Pedestrian Involved,1,0.0
20311,24632000,,Crossing in Crosswalk at Intersection,1,0.0
20312,25216000,,No Pedestrian Involved,1,0.0
20313,26834000,6046101.0,Crossing in Crosswalk at Intersection,2,0.0
20314,22464000,,No Pedestrian Involved,4,0.0
20315,30044000,8751101.0,No Pedestrian Involved,1,0.0
20316,30745000,,Crossing in Crosswalk at Intersection,1,0.0
20317,22556000,,No Pedestrian Involved,3,0.0
20318,24190000,,No Pedestrian Involved,1,0.0
20319,25906000,,No Pedestrian Involved,2,0.0
20320,24540000,,Not Stated,2,0.0
20321,33614000,,No Pedestrian Involved,1,0.0
20322,33493000,,No Pedestrian Involved,1,0.0
20323,27559000,1546000.0,No Pedestrian Involved,1,0.0
20324,20569000,,No Pedestrian Involved,1,0.0
20325,26049000,5072000.0,Not in Road,1,0.0
20326,25184000,13149101.0,No Pedestrian Involved,1,0.0
20327,27432000,,No Pedestrian Involved,1,0.0
20328,23800000,12656000.0,Crossing in Crosswalk at Intersection,1,0.0
20329,24168000,724000.0,No Pedestrian Involved,1,0.0
20330,26675000,10438000.0,No Pedestrian Involved,1,0.0
20331,27407000,1587000.0,No Pedestrian Involved,1,0.0
20332,24216000,,No Pedestrian Involved,1,0.0
20333,23112000,,No Pedestrian Involved,1,0.0
20334,24726000,9300000.0,Not Stated,1,0.0
20335,25814000,,Crossing in Crosswalk at Intersection,1,0.0
20336,22318000,4776101.0,No Pedestrian Involved,1,0.0
20337,25593000,,No Pedestrian Involved,1,0.0
20338,21772000,,No Pedestrian Involved,1,0.0
20339,20773000,,No Pedestrian Involved,3,0.0
20340,25701000,6576103.0,Crossing in Crosswalk at Intersection,1,0.0
20341,26376000,,No Pedestrian Involved,1,0.0
20342,21702000,,No Pedestrian Involved,2,0.0
20343,25738000,1362000.0,Crossing Not in Crosswalk,2,0.0
20344,27451000,7539000.0,No Pedestrian Involved,2,0.0
20345,20239000,5333101.0,Crossing in Crosswalk at Intersection,1,0.0
20346,25631000,,No Pedestrian Involved,1,0.0
20347,51547000,,No Pedestrian Involved,1,0.0
20348,23510000,,No Pedestrian Involved,3,0.0
20349,26818000,,No Pedestrian Involved,1,0.0
20350,21838000,11439201.0,No Pedestrian Involved,3,0.0
20351,25722000,4014000.0,No Pedestrian Involved,1,0.0
20352,23198000,12396000.0,No Pedestrian Involved,1,0.0
20353,24111000,,Crossing in Crosswalk at Intersection,1,0.0
20354,25190000,,No Pedestrian Involved,1,0.0
20355,27797000,,No Pedestrian Involved,1,0.0
20356,23079000,,No Pedestrian Involved,4,0.0
20357,21765000,11894000.0,Crossing Not in Crosswalk,1,0.0
20358,20788000,7206201.0,No Pedestrian Involved,2,0.0
20359,24522000,,No Pedestrian Involved,1,0.0
20360,26687000,,No Pedestrian Involved,1,0.0
20361,24285000,329000.0,Crossing Not in Crosswalk,1,0.0
20362,30018000,,No Pedestrian Involved,1,0.0
20363,25930000,,No Pedestrian Involved,1,0.0
20364,23414000,,Crossing in Crosswalk at Intersection,1,0.0
20365,24766000,4287000.0,Crossing in Crosswalk at Intersection,1,0.0
20366,24075000,,No Pedestrian Involved,1,0.0
20367,27484000,10266101.0,Crossing in Crosswalk at Intersection,1,0.0
20368,26036000,9761000.0,No Pedestrian Involved,3,0.0
20369,20180000,9012000.0,"In Road, Including Shoulder",2,0.0
20370,24922000,12425000.0,Crossing Not in Crosswalk,1,0.0
20371,24909000,10679000.0,No Pedestrian Involved,1,0.0
20372,25058000,12208000.0,Crossing Not in Crosswalk,1,0.0
20373,33282000,,Not in Road,1,0.0
20374,30069000,9753000.0,No Pedestrian Involved,1,0.0
20375,24176000,798000.0,No Pedestrian Involved,1,0.0
20376,30070000,,No Pedestrian Involved,1,0.0
20377,26319000,2605000.0,No Pedestrian Involved,4,0.0
20378,21487000,2171101.0,Crossing in Crosswalk at Intersection,1,0.0
20379,21901000,,No Pedestrian Involved,1,0.0
20380,24459000,13146201.0,No Pedestrian Involved,1,0.0
20381,21210000,,No Pedestrian Involved,2,0.0
20382,23597000,12548201.0,No Pedestrian Involved,1,0.0
20383,25974000,,No Pedestrian Involved,1,0.0
20384,25706000,,No Pedestrian Involved,1,0.0
20385,25154000,,Crossing in Crosswalk at Intersection,1,0.0
20386,24935000,,No Pedestrian Involved,1,0.0
20387,21326000,9139000.0,No Pedestrian Involved,1,0.0
20388,27537000,6077101.0,Crossing in Crosswalk at Intersection,1,0.0
20389,22511000,2183101.0,No Pedestrian Involved,1,0.0
20390,24544000,9088000.0,No Pedestrian Involved,1,0.0
20391,21353000,,No Pedestrian Involved,1,0.0
20392,27958000,11999000.0,No Pedestrian Involved,1,0.0
20393,33722000,,No Pedestrian Involved,2,0.0
20394,27183000,7827103.0,Crossing Not in Crosswalk,1,0.0
20395,21296000,,No Pedestrian Involved,1,0.0
20396,22679000,,No Pedestrian Involved,1,0.0
20397,27441000,,No Pedestrian Involved,2,0.0
20398,21763000,,No Pedestrian Involved,1,0.0
20399,27475000,,Crossing in Crosswalk at Intersection,2,0.0
20400,24238000,,No Pedestrian Involved,1,0.0
20401,24403000,,No Pedestrian Involved,1,0.0
20402,27447000,10272101.0,No Pedestrian Involved,1,0.0
20403,30746000,480000.0,Crossing in Crosswalk at Intersection,1,0.0
20404,24077000,,Crossing in Crosswalk at Intersection,3,0.0
20405,25284000,8257000.0,No Pedestrian Involved,1,0.0
20406,21772000,,No Pedestrian Involved,1,0.0
20407,26687000,,Not in Road,1,1.0
20408,23803000,,No Pedestrian Involved,1,0.0
20409,24522000,,No Pedestrian Involved,3,0.0
20410,25968000,,No Pedestrian Involved,1,0.0
20411,23578000,,No Pedestrian Involved,1,0.0
20412,24145000,9121000.0,No Pedestrian Involved,3,0.0
20413,26974000,8463101.0,Crossing in Crosswalk at Intersection,1,0.0
20414,21037000,4438000.0,No Pedestrian Involved,1,0.0
20415,21582000,,No Pedestrian Involved,4,0.0
20416,25116000,,No Pedestrian Involved,1,0.0
20417,22654000,,Crossing in Crosswalk at Intersection,1,0.0
20418,24056000,,No Pedestrian Involved,1,0.0
20419,23574000,12532007.0,Crossing Not in Crosswalk,2,0.0
20420,21339000,9131000.0,No Pedestrian Involved,1,0.0
20421,20125000,,No Pedestrian Involved,3,0.0
20422,21486000,6137201.0,No Pedestrian Involved,1,0.0
20423,23919000,,No Pedestrian Involved,1,0.0
20424,23021000,,No Pedestrian Involved,2,0.0
20425,24414000,,No Pedestrian Involved,1,0.0
20426,25149000,,No Pedestrian Involved,1,0.0
20427,23149000,,No Pedestrian Involved,1,0.0
20428,24490000,,No Pedestrian Involved,1,0.0
20429,22460000,,No Pedestrian Involved,1,0.0
20430,24462000,,No Pedestrian Involved,2,0.0
20431,23389000,,Crossing in Crosswalk at Intersection,1,0.0
20432,24960000,6114000.0,Crossing Not in Crosswalk,1,0.0
20433,25977000,,No Pedestrian Involved,1,0.0
20434,26583000,,Crossing in Crosswalk at Intersection,1,0.0
20435,26035000,10179000.0,No Pedestrian Involved,1,0.0
20436,23551000,191101.0,No Pedestrian Involved,1,0.0
20437,21755000,,No Pedestrian Involved,2,0.0
20438,25088000,3543000.0,Crossing Not in Crosswalk,1,0.0
20439,24468000,,No Pedestrian Involved,1,0.0
20440,24054000,6746000.0,No Pedestrian Involved,4,0.0
20441,26475000,,No Pedestrian Involved,2,0.0
20442,20219000,206102.0,Crossing in Crosswalk at Intersection,1,0.0
20443,27341000,914201.0,No Pedestrian Involved,1,0.0
20444,21140000,10745000.0,No Pedestrian Involved,2,0.0
20445,26434000,,Crossing in Crosswalk at Intersection,1,0.0
20446,25002000,3540000.0,Not in Road,1,0.0
20447,25965000,,Crossing in Crosswalk at Intersection,1,0.0
20448,20574000,,No Pedestrian Involved,2,0.0
20449,20813000,,No Pedestrian Involved,1,0.0
20450,25677000,,No Pedestrian Involved,1,0.0
20451,23897000,,No Pedestrian Involved,2,0.0
20452,25792000,,Crossing Not in Crosswalk,1,0.0
20453,27719000,,No Pedestrian Involved,1,0.0
20454,26077000,,Crossing in Crosswalk at Intersection,1,0.0
20455,24459000,,No Pedestrian Involved,2,0.0
20456,26611000,3558000.0,Crossing in Crosswalk at Intersection,1,0.0
20457,23016000,,No Pedestrian Involved,2,0.0
20458,27382000,,Crossing in Crosswalk at Intersection,1,0.0
20459,24439000,,No Pedestrian Involved,1,0.0
20460,26441000,,Not Stated,1,0.0
20461,24703000,,Crossing in Crosswalk at Intersection,1,0.0
20462,24209000,,No Pedestrian Involved,1,0.0
20463,23754000,,No Pedestrian Involved,1,0.0
20464,26920000,3567000.0,No Pedestrian Involved,1,0.0
20465,30754000,,No Pedestrian Involved,3,0.0
20466,30743000,8752101.0,No Pedestrian Involved,1,0.0
20467,25153000,,No Pedestrian Involved,1,0.0
20468,28073000,,No Pedestrian Involved,2,0.0
20469,24791000,,No Pedestrian Involved,1,0.0
20470,33519000,,No Pedestrian Involved,2,0.0
20471,24918000,10628000.0,No Pedestrian Involved,1,0.0
20472,27735000,7672000.0,No Pedestrian Involved,1,0.0
20473,21748000,9805000.0,No Pedestrian Involved,2,0.0
20474,24416000,,No Pedestrian Involved,1,0.0
20475,24132000,,No Pedestrian Involved,2,0.0
20476,23831000,,No Pedestrian Involved,1,0.0
20477,25533000,,No Pedestrian Involved,1,0.0
20478,21475000,6139101.0,Crossing in Crosswalk at Intersection,1,0.0
20479,21696000,9151201.0,Crossing in Crosswalk at Intersection,1,0.0
20480,26818000,3562000.0,No Pedestrian Involved,1,0.0
20481,21699000,,Crossing in Crosswalk at Intersection,1,0.0
20482,25908000,10172000.0,No Pedestrian Involved,1,0.0
20483,27370000,,No Pedestrian Involved,2,0.0
20484,23773000,710000.0,No Pedestrian Involved,1,0.0
20485,33488000,8051201.0,No Pedestrian Involved,1,0.0
20486,24004000,,No Pedestrian Involved,2,0.0
20487,26379000,,No Pedestrian Involved,1,0.0
20488,24463000,,No Pedestrian Involved,1,0.0
20489,20177000,7471000.0,No Pedestrian Involved,1,0.0
20490,22565000,3243101.0,No Pedestrian Involved,1,0.0
20491,24206000,490000.0,"In Road, Including Shoulder",1,0.0
20492,23574000,7166000.0,No Pedestrian Involved,1,0.0
20493,25073000,,No Pedestrian Involved,1,0.0
20494,50023000,9514000.0,No Pedestrian Involved,1,0.0
20495,20650000,11377000.0,No Pedestrian Involved,1,0.0
20496,25353000,6453000.0,Crossing Not in Crosswalk,1,0.0
20497,23953000,10672000.0,No Pedestrian Involved,2,0.0
20498,23908000,6720000.0,No Pedestrian Involved,1,0.0
20499,27727000,7311000.0,No Pedestrian Involved,1,0.0
20500,27813000,,No Pedestrian Involved,1,0.0
20501,33488000,8051101.0,No Pedestrian Involved,1,0.0
20502,21550000,,No Pedestrian Involved,1,0.0
20503,33269000,,Crossing in Crosswalk at Intersection,1,0.0
20504,25838000,658000.0,Crossing Not in Crosswalk,2,0.0
20505,24139000,794000.0,No Pedestrian Involved,1,0.0
20506,24770000,,No Pedestrian Involved,4,0.0
20507,23111000,8049201.0,No Pedestrian Involved,1,0.0
20508,22528000,2184101.0,Crossing in Crosswalk at Intersection,1,0.0
20509,27179000,7827201.0,No Pedestrian Involved,2,0.0
20510,23873000,3087000.0,Crossing Not in Crosswalk,1,0.0
20511,27141000,,No Pedestrian Involved,1,0.0
20512,27475000,,No Pedestrian Involved,1,0.0
20513,25206000,,No Pedestrian Involved,2,0.0
20514,23929000,,No Pedestrian Involved,1,0.0
20515,30742000,,Crossing in Crosswalk at Intersection,1,0.0
20516,26025000,11683000.0,No Pedestrian Involved,1,0.0
20517,24262000,,No Pedestrian Involved,1,0.0
20518,26699000,8453101.0,"In Road, Including Shoulder",2,0.0
20519,24733000,,Not in Road,4,0.0
20520,20117000,,No Pedestrian Involved,1,0.0
20521,30705000,13143201.0,Crossing Not in Crosswalk,1,0.0
20522,26498000,,Crossing in Crosswalk at Intersection,1,0.0
20523,27657000,,No Pedestrian Involved,2,0.0
20524,26345000,8852000.0,Crossing in Crosswalk at Intersection,1,0.0
20525,20299000,2823201.0,No Pedestrian Involved,1,0.0
20526,25154000,8243000.0,No Pedestrian Involved,2,0.0
20527,26152000,8776201.0,No Pedestrian Involved,1,0.0
20528,22728000,,No Pedestrian Involved,1,0.0
20529,25933000,6818000.0,No Pedestrian Involved,2,0.0
20530,54165000,12318002.0,No Pedestrian Involved,1,0.0
20531,27346000,,Crossing Not in Crosswalk,1,0.0
20532,24298000,,No Pedestrian Involved,1,0.0
20533,25196000,,No Pedestrian Involved,1,0.0
20534,24892000,,"In Road, Including Shoulder",1,0.0
20535,24134000,5691000.0,No Pedestrian Involved,1,0.0
20536,27241000,,No Pedestrian Involved,1,0.0
20537,27736000,,No Pedestrian Involved,1,0.0
20538,27187000,9009000.0,Crossing in Crosswalk at Intersection,1,0.0
20539,30742000,8750101.0,Crossing Not in Crosswalk,1,0.0
20540,33027000,,No Pedestrian Involved,3,0.0
20541,27374000,,No Pedestrian Involved,3,0.0
20542,23941000,,Crossing in Crosswalk at Intersection,1,0.0
20543,21841000,4889101.0,Crossing in Crosswalk at Intersection,0,1.0
20544,25176000,,No Pedestrian Involved,1,0.0
20545,24358000,12016201.0,No Pedestrian Involved,2,0.0
20546,33561000,8345202.0,No Pedestrian Involved,1,0.0
20547,26695000,,No Pedestrian Involved,1,0.0
20548,23908000,301000.0,Crossing Not in Crosswalk,1,0.0
20549,24437000,10549000.0,No Pedestrian Involved,1,0.0
20550,27244000,,Crossing in Crosswalk at Intersection,1,0.0
20551,25720000,888000.0,Crossing in Crosswalk at Intersection,2,0.0
20552,25835000,589000.0,Crossing Not in Crosswalk,1,0.0
20553,26724000,,No Pedestrian Involved,2,0.0
20554,27280000,,No Pedestrian Involved,1,0.0
20555,24760000,11553000.0,No Pedestrian Involved,1,0.0
20556,30734000,,No Pedestrian Involved,1,0.0
20557,24513000,,Crossing Not in Crosswalk,1,0.0
20558,21749000,9170000.0,No Pedestrian Involved,1,0.0
20559,26372000,,No Pedestrian Involved,3,0.0
20560,54352000,3231001.0,No Pedestrian Involved,1,0.0
20561,25185000,,No Pedestrian Involved,1,0.0
20562,23149000,,Not Stated,3,0.0
20563,25690000,,Not in Road,1,0.0
20564,25178000,,No Pedestrian Involved,3,0.0
20565,33729000,2479201.0,No Pedestrian Involved,1,0.0
20566,24933000,7116000.0,Crossing in Crosswalk at Intersection,1,0.0
20567,26974000,8464201.0,No Pedestrian Involved,1,0.0
20568,20458000,7490000.0,Not in Road,1,0.0
20569,20483000,13141000.0,No Pedestrian Involved,1,0.0
20570,24299000,409000.0,Crossing in Crosswalk at Intersection,1,0.0
20571,20466000,232201.0,No Pedestrian Involved,1,0.0
20572,22053000,,No Pedestrian Involved,1,0.0
20573,21783000,,No Pedestrian Involved,1,0.0
20574,23897000,340000.0,No Pedestrian Involved,1,0.0
20575,23978000,6756000.0,No Pedestrian Involved,1,0.0
20576,20656000,,No Pedestrian Involved,1,0.0
20577,24048000,,Crossing in Crosswalk at Intersection,1,0.0
20578,24229000,515000.0,No Pedestrian Involved,1,0.0
20579,24980000,,No Pedestrian Involved,2,0.0
20580,25977000,,No Pedestrian Involved,1,0.0
20581,25727000,,No Pedestrian Involved,1,0.0
20582,23260000,12398000.0,No Pedestrian Involved,1,0.0
20583,23149000,,No Pedestrian Involved,1,0.0
20584,27369000,,Crossing in Crosswalk at Intersection,1,0.0
20585,23008000,930102.0,No Pedestrian Involved,2,0.0
20586,24209000,,No Pedestrian Involved,1,0.0
20587,24662000,12321000.0,Crossing in Crosswalk at Intersection,1,0.0
20588,24129000,12026000.0,No Pedestrian Involved,1,0.0
20589,33076000,7740000.0,No Pedestrian Involved,1,0.0
20590,27758000,,No Pedestrian Involved,1,0.0
20591,24465000,10553000.0,No Pedestrian Involved,1,0.0
20592,35023000,2822201.0,No Pedestrian Involved,1,0.0
20593,20203000,,No Pedestrian Involved,3,0.0
20594,25352000,,No Pedestrian Involved,1,0.0
20595,32916000,13711000.0,No Pedestrian Involved,1,0.0
20596,26047000,,No Pedestrian Involved,1,0.0
20597,22943000,,No Pedestrian Involved,2,0.0
20598,24165000,796000.0,Crossing in Crosswalk at Intersection,1,0.0
20599,26704000,,Crossing in Crosswalk at Intersection,1,0.0
20600,23378000,12288101.0,No Pedestrian Involved,1,0.0
20601,25888000,,Crossing in Crosswalk at Intersection,1,0.0
20602,32859000,184101.0,Not in Road,2,0.0
20603,26701000,,No Pedestrian Involved,1,0.0
20604,26943000,,No Pedestrian Involved,1,0.0
20605,22053000,2169101.0,No Pedestrian Involved,1,0.0
20606,25592000,9690000.0,Crossing in Crosswalk at Intersection,1,0.0
20607,21589000,,No Pedestrian Involved,1,0.0
20608,24192000,,No Pedestrian Involved,1,0.0
20609,24343000,5687000.0,Crossing Not in Crosswalk,1,0.0
20610,24590000,167000.0,No Pedestrian Involved,1,0.0
20611,24792000,10125000.0,Crossing Not in Crosswalk,1,0.0
20612,25867000,,No Pedestrian Involved,1,0.0
20613,26826000,10492000.0,No Pedestrian Involved,1,0.0
20614,30048000,8742203.0,No Pedestrian Involved,1,0.0
20615,22088000,,No Pedestrian Involved,1,0.0
20616,25353000,6453000.0,Crossing Not in Crosswalk,1,0.0
20617,25930000,5444000.0,No Pedestrian Involved,1,0.0
20618,23938000,5663000.0,No Pedestrian Involved,1,0.0
20619,24952000,12434000.0,Crossing in Crosswalk at Intersection,1,0.0
20620,21589000,,No Pedestrian Involved,1,0.0
20621,25599000,8275000.0,No Pedestrian Involved,1,0.0
20622,24770000,4086000.0,Crossing in Crosswalk at Intersection,2,0.0
20623,26033000,,No Pedestrian Involved,1,0.0
20624,20125000,,No Pedestrian Involved,1,0.0
20625,50113000,4301000.0,No Pedestrian Involved,1,0.0
20626,24083000,12028000.0,No Pedestrian Involved,1,0.0
20627,27829000,,No Pedestrian Involved,1,0.0
20628,24686000,10455000.0,No Pedestrian Involved,1,0.0
20629,23728000,13219000.0,No Pedestrian Involved,1,0.0
20630,24451000,6815000.0,No Pedestrian Involved,2,0.0
20631,23378000,,No Pedestrian Involved,2,0.0
20632,24960000,6114000.0,No Pedestrian Involved,1,0.0
20633,30729000,,No Pedestrian Involved,1,0.0
20634,24113000,9122002.0,No Pedestrian Involved,1,0.0
20635,26456000,6283000.0,"In Road, Including Shoulder",1,0.0
20636,26621000,,No Pedestrian Involved,1,0.0
20637,24140000,,No Pedestrian Involved,1,0.0
20638,26548000,,No Pedestrian Involved,1,0.0
20639,22192000,9818201.0,No Pedestrian Involved,1,0.0
20640,25190000,5180000.0,"In Road, Including Shoulder",1,0.0
20641,22232000,,Crossing in Crosswalk at Intersection,1,0.0
20642,23939000,,No Pedestrian Involved,1,0.0
20643,21296000,,Crossing in Crosswalk at Intersection,1,0.0
20644,20155000,,No Pedestrian Involved,1,0.0
20645,24199000,,No Pedestrian Involved,1,0.0
20646,25138000,,No Pedestrian Involved,1,0.0
20647,27171000,7288000.0,No Pedestrian Involved,1,0.0
20648,20502000,,No Pedestrian Involved,1,0.0
20649,25182000,6118000.0,No Pedestrian Involved,1,0.0
20650,32859000,184101.0,No Pedestrian Involved,1,0.0
20651,22720000,,No Pedestrian Involved,2,0.0
20652,26705000,,No Pedestrian Involved,1,0.0
20653,22480000,,No Pedestrian Involved,5,0.0
20654,26353000,,No Pedestrian Involved,2,0.0
20655,27154000,,Crossing in Crosswalk at Intersection,1,0.0
20656,26706000,,No Pedestrian Involved,1,0.0
20657,24132000,,No Pedestrian Involved,1,0.0
20658,27104000,,No Pedestrian Involved,1,0.0
20659,24138000,,No Pedestrian Involved,1,0.0
20660,24241000,,No Pedestrian Involved,2,0.0
20661,20247000,3693101.0,No Pedestrian Involved,2,0.0
20662,23634000,4350000.0,No Pedestrian Involved,1,0.0
20663,21847000,,No Pedestrian Involved,2,0.0
20664,23407000,,No Pedestrian Involved,2,0.0
20665,26527000,10481000.0,No Pedestrian Involved,1,0.0
20666,20667000,,No Pedestrian Involved,1,0.0
20667,22222000,,Not Stated,1,0.0
20668,23021000,929101.0,No Pedestrian Involved,1,0.0
20669,22192000,9818201.0,Crossing Not in Crosswalk,1,0.0
20670,30045000,,No Pedestrian Involved,1,0.0
20671,26810000,,No Pedestrian Involved,1,0.0
20672,20507000,,No Pedestrian Involved,1,0.0
20673,20497000,,No Pedestrian Involved,1,0.0
20674,25012000,8812000.0,"In Road, Including Shoulder",1,0.0
20675,27173000,5965000.0,No Pedestrian Involved,1,0.0
20676,21424000,9501000.0,No Pedestrian Involved,1,0.0
20677,26498000,,No Pedestrian Involved,1,0.0
20678,27817000,7542000.0,No Pedestrian Involved,1,0.0
20679,24934000,8239000.0,No Pedestrian Involved,1,0.0
20680,25900000,,No Pedestrian Involved,2,0.0
20681,25930000,,No Pedestrian Involved,2,0.0
20682,25197000,13153101.0,No Pedestrian Involved,2,0.0
20683,24886000,,Crossing Not in Crosswalk,1,0.0
20684,24903000,6109000.0,No Pedestrian Involved,3,0.0
20685,54348000,,No Pedestrian Involved,1,0.0
20686,24733000,7755000.0,No Pedestrian Involved,1,0.0
20687,25176000,,Crossing Not in Crosswalk,1,0.0
20688,27288000,,No Pedestrian Involved,1,0.0
20689,24082000,3679000.0,Crossing Not in Crosswalk,1,0.0
20690,30745000,,No Pedestrian Involved,1,0.0
